,SALDO INICIAL 2011,,,,,,,,,,,,,,,,,,,,,
,VP.   :   HOJIN   LLEGO:   16.12.11,,,, ,,PRODUCCION  OCTUBRE - 2011   06  UNIDADES  INDONESIA  1ER. PARCIAL ,,,,,,,,,,,,,,,
,B/L  NYKS940006423,,,2011-2856,,,,,,,,,,,,,,,,,,
,F/C TMI-34A/0058/11,,24.10.11,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,VERSION,,SPEC,MODELO,POLIZA,# ORD.,CHASIS,,MOTOR,COLOR,AÑO,TRANSM.,,,,,,,,,,FAB.
,,,,,,,,,,,,,,,,,,,,,,
1,MECANICA,,NB,TERIOS LONG,476047,14351,MHKG2CN20CK000596,,3SZ DCH8264,BEIGE,2011,,,,,,,,,,,
2,MECANICA,,NB,TERIOS LONG,476060,14352,MHKG2CN20CK000587,,3SZ DCH3121,PLATA,2011,,,,,,,,,,,
3,MECANICA,,NB,TERIOS LONG,476067,14353,MHKG2CN20CK000591,,3SZ DCH1899,NEGRO,2011,,,,,,,,,,,
4,AUTOMATICA,,LUXURY,TERIOS LONG,476084,14354,MHKG2CP40CK003437,,3SZ DCH9297,MARRON PARDO,2011,,,,,,,,,,,
5,AUTOMATICA,,LUXURY,TERIOS LONG,476099,14355,MHKG2CP40CK003427,,3SZ DCH4524,BEIGE,2011,,,,,,,,,,,
6,AUTOMATICA,,LUXURY,TERIOS LONG,476109,14356,MHKG2CP40CK003418,,3SZ DCH3020,NEGRO,2011,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"CARTA DE CREDITO / BCO, SCOTIABANK",,,,,,,,,,,,,,,,,,,,,
,VP.   : DREAM JAZMINE     LLEGO:  12.01.12  ,,,, ,,PRODUCCION NOVIEMBRE - 2011   05  UNIDADES  INDONESIA  1ER. PARCIAL,,,,,,,,,,,,,,,
,B/L  KKLUJKT268479,,,2011-,,,,,,,,,,,,,,,,,,
,F/C TMI-34A/0060/11,,17.11.11,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,VERSION,,SPEC,MODELO,POLIZA,# ORD.,CHASIS,,MOTOR,COLOR,AÑO,TRANSM.,,,,,,,,,,FAB.
,,,,,,,,,,,,,,,,,,,,,,
1,F700LG-GMDF,,NB,TERIOS LONG,14447,483,MHKG2CN20CK000609,,3SZ DCJ2391,PLATA,2011,,,,,,,,,,,
2,F700LG-GMDF,,NB,TERIOS LONG,14430,481,MHKG2CN20CK000612,,3SZ DCJ4614,BEIGE,2011,,,,,,,,,,,
3,F700LG-GMDF,,NB,TERIOS LONG,14434,482,MHKG2CN20CK000615,,3SZ DCJ1762,NEGRO,2011,,,,,,,,,,,
4,F700LG-GQGF,,LUXURY,TERIOS LONG,14448,484,MHKG2CP40CK003450,,3SZ DCJ4927,NEGRO,2011,,,,,,,,,,,
5,F700LG-GQGF,,LUXURY,TERIOS LONG,14449,485,MHKG2CP40CK003472,,3SZ DCH1201,PLATA,2011,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"CARTA DE CREDITO / BCO, SCOTIABANK",,,,,,,,,,,,,,,,,,,,,
,VP.   :   AMBER ARROW   LLEGO:   24.01.12,,,, ,,PRODUCCION  NOVIEMBRE - 2011   04  UNIDADES  INDONESIA  2do. PARCIAL,,,,,,,,,,,,,,,
,B/L  KKLUJKT270230,,,2011-166,,,,,,,,,,,,,,,,,,
,F/C TMI-34A/0061/11,,09.12.11,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,VERSION,,SPEC,MODELO,POLIZA,# ORD.,CHASIS,,MOTOR,COLOR,AÑO,TRANSM.,,,,,,,,,,FAB.
,,,,,,,,,,,,,,,,,,,,,,
1,F700LG-GMDF,,NB,TERIOS LONG,32150,1072,MHKG2CN20CK000618,,3SZ DCH3721,GRIS,2011,,,,,,,,,,,
2,F700LG-GMDF,,NB,TERIOS LONG,32142,1071,MHKG2CN20CK000621,,3SZ DCK2524,MARRON PARDO,2011,,,,,,,,,,,
3,F700LG-GQGF,,LUXURY,TERIOS LONG,32160,1073,MHKG2CP40CK003489,,3SZ DCG2806,MARRON PARDO,2011,,,,,,,,,,,
4,F700LG-GQGF,,LUXURY,TERIOS LONG,32176,1074,MHKG2CP40CK003510,,3SZ DCJ4914,GRIS,2011,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"CARTA DE CREDITO / BCO, SCOTIABANK",,,,,,,,,,,,,,,,,,,,,
,VP.   :  ATLANTIC HIGHWAY    LLEGO:   21.12.11,,,, ,,PRODUCCION  NOVIEMBRE - 2011   06  UNIDADES  JAPON ,,,,,,,,,,,,,,,
,B/L  JPNGO-004202597-1,,,2011-,,,,,,,,,,,,,,,,,,
,F/C 13195-1111-001,,25.11.11,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,VERSION,,SPEC,MODELO,POLIZA,# ORD.,CHASIS,,MOTOR,COLOR,AÑO,TRANSM.,,,,,,,,,,FAB.
,,,,,,,,,,,,,,,,,,,,,,
1,J200LG-GMDF2,,ALLOY 11,TERIOS,491426,14793,JDAJ200G0C1033874,,3SZ 2725257,ROJO,2011,,,,,,,,,,,
2,J200LG-GMDF2,,ALLOY 11,TERIOS,491434,14794,JDAJ200G0C1033875,,3SZ 2725060,PLATA,2011,,,,,,,,,,,
3,J200LG-GMDF2,,ALLOY 11,TERIOS,491451,14795,JDAJ200G0C1033886,,3SZ 2725224,GRIS,2011,,,,,,,,,,,
4,J200LG-GMDF2,,ALLOY 11,TERIOS,491453,14796,JDAJ200G0C1033896,,3SZ 2725052,NEGRO,2011,,,,,,,,,,,
5,J210LG-GMDF2,,SAFETY,TERIOS,491398,14791,JDAJ210G0C1127398,,3SZ 2725384,ROJO,2011,,,,,,,,,,,
6,J210LG-GMDF2,,SAFETY,TERIOS,491410,14792,JDAJ210G0C1127409,,3SZ 2725271,NEGRO,2011,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"CARTA DE CREDITO / BCO, SCOTIABANK",,,,,,,,,,,,,,,,,,,,,
,VP.   :   AMBER ARROW   LLEGO:   24.01.12,,,, ,,PRODUCCION DICIEMBRE - 2011   04  UNIDADES  INDONESIA  ,,,,,,,,,,,,,,,
,B/L  KKLUJKT270135,,,2011-166,,,,,,,,,,,,,,,,,,
,F/C EI-1401-34AM-11,,08.12.11,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,VERSION,,SPEC,MODELO,POLIZA,# ORD.,CHASIS,,MOTOR,COLOR,AÑO,TRANSM.,,,,,,,,,,FAB.
,,,,,,,,,,,,,,,,,,,,,,
1,F700LG-GMDF,,NB,TERIOS LONG,32124,1061,MHKG2CN20CK000623,,3SZ DCK0857,PLATA,2011,,,,,,,,,,,
2,F700LG-GMDF,,NB,TERIOS LONG,32129,1062,MHKG2CN20CK000624,,3SZ DCJ7270,MARRON PARDO,2011,,,,,,,,,,,
3,F700LG-GMDF,,NB,TERIOS LONG,32140,1063,MHKG2CN20CK000625,,3SZ DCK3491,GRIS,2011,,,,,,,,,,,
4,F700LG-GMDF,,NB,TERIOS LONG,32147,1064,MHKG2CN20CK000626,,3SZ DCK4648,NEGRO,2011,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"CARTA DE CREDITO / BCO, SCOTIABANK",,,,,,,,,,,,,,,,,,,,,
,VP.   :  HOJIN    LLEGO:   27.02.12,,,, ,,PRODUCCION ENERO - 2012   08  UNIDADES  JAPON  ,,,,,,,,,,,,,,,
,B/L  NYKS180900119,,,2011-,,,,,,,,,,,,,,,,,,
,F/C 13195-1201-001,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,VERSION,,SPEC,MODELO,POLIZA,# ORD.,CHASIS,,MOTOR,COLOR,AÑO,TRANSM.,,,,,,,,,,FAB.
,,,,,,,,,,,,,,,,,,,,,,
1,J200LG-GMDF2,,ALLOY ,TERIOS,80897,2683,JDAJ200G0C1034362,,3SZ 2717249,NEGRO,2012,,,,,,,,,,,
2,J200LG-GMDF2,,ALLOY ,TERIOS,80896,2684,JDAJ200G0C1034385,,3SZ 2710546,VERDE BRITANICO,2012,,,,,,,,,,,
3,J200LG-GMDF2,,ALLOY ,TERIOS,80886,2685,JDAJ200G0C1034398,,3SZ 2725976,ROJO,2012,,,,,,,,,,,
4,J200LG-GMDF2,,ALLOY ,TERIOS,80916,2686,JDAJ200G0C1034399,,3SZ 2725762,BEIGE,2012,,,,,,,,,,,
5,J200LG-GMDF2,,ALLOY ,TERIOS,80891,2687,JDAJ200G0C1034421,,3SZ 2737323,GRIS,2012,,,,,,,,,,,
6,J200LG-GMDF2,,ALLOY ,TERIOS,80903,2688,JDAJ200G0C1034410,,3SZ 2718880,PLATA,2012,,,,,,,,,,,
7,J200LG-GQDF2,,BASIC,TERIOS,80911,2681,JDAJ200G0C1034393,,3SZ 2717370,VERDE BRITANICO,2012,,,,,,,,,,,
8,J200LG-GQDF2,,BASIC,TERIOS,80882,2682,JDAJ200G0C1034411,,3SZ 2716648,PLATA,2012,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"CARTA DE CREDITO / BCO, SCOTIABANK",,,,,,,,,,,,,,,,,,,,,
,VP.   : TIANJIN HIGWAY    LLEGO:  22.03.12 ,,,, ,,PRODUCCION FEBRERO - 2012   08  UNIDADES  JAPON  ,,,,,,,,,,,,,,,
,B/L  KKLUJPN386635,,,2011-,,,,,,,,,,,,,,,,,,
,F/C 13195-1202-001 ,,22.02.12,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,VERSION,,SPEC,MODELO,POLIZA,# ORD.,CHASIS,,MOTOR,COLOR,AÑO,TRANSM.,,,,,,,,,,FAB.
,,,,,,,,,,,,,,,,,,,,,,
1,MECANCA,,ALLOY,TERIOS,117469,3811,JDAJ200G0C1034683,,3SZ 2747932,VERDE BRITANICO,2012,,,,,,,,,,,
2,MECANCA,,ALLOY,TERIOS,117476,3812,JDAJ200G0C1034716,,3SZ 2748124,VERDE BRITANICO,2012,,,,,,,,,,,
3,MECANCA,,ALLOY,TERIOS,117486,3813,JDAJ200G0C1034733,,3SZ 2748417,VERDE BRITANICO,2012,,,,,,,,,,,
4,MECANCA,,ALLOY,TERIOS,117492,3814,JDAJ200G0C1034758,,3SZ 2748483,VERDE BRITANICO,2012,,,,,,,,,,,
5,MECANCA,,SAFETY,TERIOS,117499,3815,JDAJ210G0C1128954,,3SZ 2747864,VERDE BRITANICO,2012,,,,,,,,,,,
6,MECANCA,,SAFETY,TERIOS,117507,3816,JDAJ210G0C1128982,,3SZ 2748150,VERDE BRITANICO,2012,,,,,,,,,,,
7,MECANCA,,SAFETY,TERIOS,117512,3817,JDAJ210G0C1129003,,3SZ 2748404,ROJO,2012,,,,,,,,,,,
8,MECANCA,,SAFETY,TERIOS,117524,3818,JDAJ210G0C1129046,,3SZ 2748578,GRIS,2012,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"CARTA DE CREDITO / BCO, SCOTIABANK",,,,,,,,,,,,,,,,,,,,,
,VP.   :  CSAV RIO SERRANO   LLEGO:   22.03.12,,,, ,,PRODUCCION ENERO - 2012   04  UNIDADES  INDONESIA  ,,,,,,,,,,,,,,,
,B/L  KKLUJKT274116,,,2011-,,,,,,,,,,,,,,,,,,
,F/C EI-1401-34AB-12 ,,01.02.12,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,VERSION,,SPEC,MODELO,POLIZA,# ORD.,CHASIS,,MOTOR,COLOR,AÑO,TRANSM.,,,,,,,,,,FAB.
,,,,,,,,,,,,,,,,,,,,,,
1,MECANICA,,NB,TERIOS LONG,117428,3821,MHKG2CN20CK000630,,3SZ DCL9814,MARRON PARDO,2012,,,,,,,,,,,
2,MECANICA,,NB,TERIOS LONG,117435,3822,MHKG2CN20CK000634,,3SZ DCM4414,PLATA,2012,,,,,,,,,,,
3,MECANICA,,NB,TERIOS LONG,117442,3823,MHKG2CN20CK000635,,3SZ DCM6215,GRIS,2012,,,,,,,,,,,
4,MECANICA,,NB,TERIOS LONG,117448,3824,MHKG2CN20CK000636,,3SZ DCM8014,NEGRO,2012,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"CARTA DE CREDITO / BCO, SCOTIABANK",,,,,,,,,,,,,,,,,,,,,
,VP.   :     LLEGO:   ,,,, ,,PRODUCCION FEBRERO - 2012   04  UNIDADES  INDONESIA  ,,,,,,,,,,,,,,,
,B/L  NYKS940006979,,,2011-,,,,,,,,,,,,,,,,,,
,F/C EI-1402-34AB-12,,15.02.12,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,VERSION,,SPEC,MODELO,POLIZA,# ORD.,CHASIS,,MOTOR,COLOR,AÑO,,,,,,,,,,,
,TRANSM.,,,,,,,,,,FAB.,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
1,MECANICA,,NB,TERIOS LONG,,,MHKG2CN20CK000640,,3SZ DCN2554,MARRON PARDO,2012,,,,,,,,,,,
2,MECANICA,,NB,TERIOS LONG,,,MHKG2CN20CK000641,,3SZ DCH7123,GRIS,2012,,,,,,,,,,,
3,MECANICA,,NB,TERIOS LONG,,,MHKG2CN20CK000642,,3SZ DCN8652,NEGRO,2012,,,,,,,,,,,
4,AUTOMATICA,,ZR,LUXURY,,,MHKG2CP40CK003666,,3SZ DCN4945,MARRON PARDO,2012,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"CARTA DE CREDITO / BCO, SCOTIABANK",,,,,,,,,,,,,,,,,,,,,
,VP.   :     LLEGO:   ,,,, ,,PRODUCCION MARZO - 2012   05  UNIDADES  INDONESIA  ,,,,,,,,,,,,,,,
,B/L  ,,,2011-,,,,,,,,,,,,,,,,,,
,F/C ,,15.02.12,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,SPEC,MODELO,POLIZA,# ORD.,CHASIS,,MOTOR,COLOR,AÑO,TRANSM.,,VERSION,,,,,,,,FAB.
,,,,,,,,,,,,,,,,,,,,,,
1,MECANICA,,ZQ,TERIOS LONG,,,MHKG2CN20CK000643,,3SZ DCP7407,GRIS,2012,,,,,,,,,,,
2,MECANICA,,ZQ,TERIOS LONG,,,MHKG2CN20CK000645,,3SZ DCN2594,MARRON PARDO,2012,,,,,,,,,,,
3,AUTOMATICA,,ZR,LUXURY,,,MHKG2CP40CK003700,,3SZ DCD5162,PLATA,2012,,,,,,,,,,,
4,AUTOMATICA,,ZR,LUXURY,,,MHKG2CP40CK003714,,3SZ DCR0574,GRIS,2012,,,,,,,,,,,
5,AUTOMATICA,,ZR,LUXURY,,,MHKG2CP40CK003726,,3SZ DCP8006,MARRON PARDO,2012,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"CARTA DE CREDITO / BCO, SCOTIABANK",,,,,,,,,,,,,,,,,,,,,
,VP.   :     LLEGO:   ,,,, ,,PRODUCCION MARZO - 2012   06  UNIDADES  JAPON ,,,,,,,,,,,,,,,
,B/L  JPNGO-004460630-1,,,2011-,,,,,,,,,,,,,,,,,,
,F/C 13195-1203-001 ,,14.03.12,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,SPEC,MODELO,POLIZA,# ORD.,CHASIS,,MOTOR,COLOR,AÑO,TRANSM.,,VERSION,,,,,,,,FAB.
,,,,,,,,,,,,,,,,,,,,,,
1,MECANICA,,ALLOY,TERIOS,,,JDAJ200G0C1034859,,3SZ 2749672,ROJO,2012,,,,,,,,,,,
2,MECANICA,,ALLOY,TERIOS,,,JDAJ200G0C1034880,,3SZ 2749739,NEGRO,2012,,,,,,,,,,,
3,MECANICA,,ALLOY,TERIOS,,,JDAJ200G0C1034916,,3SZ 2749806,PLATA,2012,,,,,,,,,,,
4,MECANICA,,ALLOY,TERIOS,,,JDAJ200G0C1034940,,3SZ 2749749,GRIS,2012,,,,,,,,,,,
5,MECANICA,,ALLOY,TERIOS,,,JDAJ200G0C1034988,,3SZ 2750107,BLANCO,2012,,,,,,,,,,,
6,AUTOMATICA,,BASIC,TERIOS,,,JDAJ200G0C1034735,,3SZ 2748181,GRIS,2012,,,,,,,,,,,
